session_id,user,account,client_ip,target_ip,target_hostname,session_start,session_end,duration_sec,commands,event_types,raw_event_count,file_transfer_bytes,label,tactics,source,split,persona,ip_source,target_group,target_criticality,identity_is_synthetic,ip_is_synthetic,ts_is_synthetic,real_user,real_client_ip,real_target_ip,real_target_hostname,protocol,has_command_telemetry,start_time,end_time,duration_sec_feat,start_hour,off_hours_flag,is_weekend,command_count,unique_command_ratio,avg_command_length,command_entropy,flag_cred_access,flag_privesc,flag_persistence,flag_log_tamper,flag_recon,flag_exfil,new_source_ip_for_user,new_source_ip_globally,ip_foreign_to_user,distinct_source_ips_prior,distinct_source_ips_24h,source_ip_entropy
gen-eadf50853fcb75468eb22579,ghita,p_dev,10.20.10.149,10.10.40.18,dev-01,2026-06-23T09:15:09+00:00,2026-06-23T09:15:12.564352+00:00,3.56,"['git', ""grep 'ssh' /var/log/messages"", 'find /opt -path ""*/tmp"" -prune -o -type f -print', ""grep ';$' script.sh""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-23 09:15:09+00:00,2026-06-23 09:15:12.564352+00:00,3.56,9,0,0,4,1.0,24.5,2.0,0,0,0,0,0,0,0,0,0,5,3,1.64584599856903
gen-5a0cdd7cf1578470018267c4,ghita,p_dev,10.20.10.149,10.10.30.14,web-prod-01,2026-06-08T08:17:21+00:00,2026-06-08T08:17:30.018352+00:00,9.02,"['cat *.txt', 'grep CRON /var/log/syslog', 'find /home \\( -name ""*.txt"" -o -name ""*.md"" \\)', 'find /home -path ""*/.git"" -prune -o -type f -print', ""awk '{print $1, $5}' log.txt"", ""awk '$2 == 0' data.txt"", 'python3', 'find /data -path ""*/backup"" -prune -o -type f -print', ""awk '/^ERROR/' log.txt"", ""awk '/^ERROR/' log.txt"", 'find /var -anewer /tmp/test.log', ""grep '[0-9]' file.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",12,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-08 08:17:21+00:00,2026-06-08 08:17:30.018352+00:00,9.02,8,0,0,12,0.9166666666666666,27.916666666666668,3.4182958340544896,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-205004943d1148022702878b,ghita,p_dev,10.20.10.36,10.10.40.21,dev-04,2026-06-08T09:20:21+00:00,2026-06-08T09:20:32.545243+00:00,11.55,"[""awk 'NF == 3' file.txt"", 'find /home -regex "".*\\.log""', ""grep 'error' log.txt"", 'find /srv -type f -empty', 'find /srv -type f -empty', 'find /opt -type s', ""awk '/error/' log.txt"", ""awk '/^ERROR/' log.txt"", 'awk \'{gsub(""\t"", "",""); print}\' file.txt', ""awk '$2 == 0' data.txt"", ""grep '()' main.c"", ""awk '/error/' log.txt"", ""awk '/^ERROR/' log.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",13,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-08 09:20:21+00:00,2026-06-08 09:20:32.545243+00:00,11.55,9,0,0,13,0.7692307692307693,22.76923076923077,3.238901256602631,0,0,0,0,0,0,1,1,0,1,2,0.0
gen-8186a57611a726095eddbbbf,ghita,p_dev,10.20.10.149,10.10.30.14,web-prod-01,2026-06-15T12:45:12+00:00,2026-06-15T12:45:18.655996+00:00,6.66,"[""grep '^INFO' log.txt"", ""grep '^INFO' log.txt"", 'python3', ""grep '^//' main.c"", ""grep '^INFO' log.txt"", 'cat file.txt | grep pattern', 'python3', ""awk '$2 == 0' data.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-15 12:45:12+00:00,2026-06-15 12:45:18.655996+00:00,6.66,12,0,0,8,0.625,17.5,2.1556390622295662,0,0,0,0,0,0,0,0,0,3,3,1.2192407046368487
gen-3e6dd58b7367c28de1b294de,ghita,p_dev,10.20.10.36,10.10.30.17,web-stg-02,2026-06-15T07:39:51+00:00,2026-06-15T07:39:55.286381+00:00,4.29,"['awk \'$1 != """"\' file.txt', 'cat < file.txt', ""grep 'config' *.conf"", ""grep '^$' file.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-15 07:39:51+00:00,2026-06-15 07:39:55.286381+00:00,4.29,7,1,0,4,1.0,18.75,2.0,0,0,0,0,0,0,0,0,0,3,2,1.2866926683547546
gen-6786d50638ba8abc4b5305e5,ghita,p_dev,10.20.10.36,10.10.30.15,web-prod-02,2026-06-18T10:00:33+00:00,2026-06-18T10:00:37.700443+00:00,4.7,"[""grep 'ssh' /var/log/messages"", 'cd', 'python3', 'cd', 'python3']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-18 10:00:33+00:00,2026-06-18 10:00:37.700443+00:00,4.7,10,0,0,5,0.6,9.2,1.5219280948873621,0,0,0,0,0,0,0,0,0,3,2,1.181899057917561
gen-92f5df7b0323d342df6a8f93,ghita,p_dev,10.20.10.149,10.10.30.17,web-stg-02,2026-06-24T06:48:33+00:00,2026-06-24T06:48:40.424498+00:00,7.42,"[""grep '()' main.c"", ""grep 'Failed login' /var/log/auth.log"", ""grep 'Failed login' /var/log/auth.log"", 'find /srv -path ""*/logs"" -prune -o -type f -print', ""grep 'Failed login' /var/log/auth.log"", ""grep 'Failed login' /var/log/auth.log"", ""grep 'Failed login' /var/log/auth.log"", 'chmod', 'find /srv -path ""*/logs"" -prune -o -type f -print']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dev,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-24 06:48:33+00:00,2026-06-24 06:48:40.424498+00:00,7.42,6,1,0,9,0.4444444444444444,33.77777777777778,1.657742726504889,0,0,0,0,0,0,0,0,0,5,1,1.6227175508861444
gen-1337739e8d4f5d272c7f0b79,ghita,p_dev,10.20.10.36,10.10.30.17,web-stg-02,2026-06-08T11:49:33+00:00,2026-06-08T11:49:41.549077+00:00,8.55,"['find /data -regex "".*/2025/.*\\.txt""', 'find /data -regex "".*/2025/.*\\.txt""', 'find /data -regex "".*/2025/.*\\.txt""', 'find /data -regex "".*/2025/.*\\.txt""', 'git', 'git', 'git', 'git', 'git', ""awk '{print $1}' data.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",10,0,benign,[],generated,train,dev,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-08 11:49:33+00:00,2026-06-08 11:49:41.549077+00:00,8.55,11,0,0,10,0.3,18.0,1.360964047443681,0,0,0,0,0,0,0,0,0,2,2,0.6500224216483541
gen-c19ad58cc35b1c8c0a4c9f7f,ghita,p_dev,10.20.10.149,10.10.30.14,web-prod-01,2026-06-30T10:44:19+00:00,2026-06-30T10:44:28.885805+00:00,9.89,"['find /data -path ""*/backup"" -prune -o -type f -print', 'find /home -not -name ""*.bak""', 'find /home -not -name ""*.bak""', 'find /opt -path ""*/tmp"" -prune -o -type f -print', ""awk '{print $2}' access.log"", ""grep -l 'kernel' *.log"", ""awk 'NR <= 10' file.txt"", ""grep 'error' log.txt"", ""awk '$2 == 0' data.txt"", 'git', ""awk '{print $2}' access.log"", ""awk 'NR % 2 == 0' file.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",12,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-30 10:44:19+00:00,2026-06-30 10:44:28.885805+00:00,9.89,10,0,0,12,0.8333333333333334,27.333333333333332,3.2516291673878226,0,0,0,0,0,0,0,0,0,6,2,1.7196270086059382
gen-ed7bf656218a15368c99a894,ghita,p_dev,10.20.10.36,10.10.30.15,web-prod-02,2026-06-11T12:16:20+00:00,2026-06-11T12:16:28.595472+00:00,8.6,"[""grep -o 'user' users.txt"", 'python3', ""grep 'config' *.conf"", 'cat file1.txt file2.txt', ""grep 'config' *.conf"", ""grep -o 'user' users.txt"", 'find /home -mtime -7 -a -type f', 'find /tmp -perm -u=s', ""awk '{sum += $2} END {print sum}' data.txt"", 'find /opt -path ""*/tmp"" -prune -o -type f -print']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",10,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-11 12:16:20+00:00,2026-06-11 12:16:28.595472+00:00,8.6,12,0,0,10,0.8,25.9,2.9219280948873623,0,0,0,0,0,0,0,0,0,2,1,0.9798687566511528
gen-db23aa8c3bcabf85620a60ac,ghita,p_dev,10.20.10.36,10.10.40.21,dev-04,2026-06-09T11:21:59+00:00,2026-06-09T11:22:10.616567+00:00,11.62,"[""grep -E '\\b[\\w.-]+@[\\w.-]+\\.[A-Za-z]{2,6}\\b' *.txt"", ""grep -E '\\b[\\w.-]+@[\\w.-]+\\.[A-Za-z]{2,6}\\b' *.txt"", 'find /tmp -not -newer /tmp/marker', ""grep -E '\\b[\\w.-]+@[\\w.-]+\\.[A-Za-z]{2,6}\\b' *.txt"", ""grep -E '\\b[\\w.-]+@[\\w.-]+\\.[A-Za-z]{2,6}\\b' *.txt"", 'cat <(echo line1) <(echo line2)', 'gzip', 'bzip2', 'bzip2', 'find /tmp -ctime -2 -type d', 'find /data -type b', 'bzip2', ""awk '{print $2, $4}' file.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",13,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-09 11:21:59+00:00,2026-06-09 11:22:10.616567+00:00,11.62,11,0,0,13,0.6153846153846154,27.46153846153846,2.7192945256669794,0,0,0,0,0,0,0,0,0,2,2,0.9182958340544896
gen-68f45bce24e75e8eb8f21423,ghita,p_dev,10.20.10.149,10.10.30.14,web-prod-01,2026-06-05T05:31:02+00:00,2026-06-05T05:31:04.971563+00:00,2.97,"['find /var -type f -a -size +1M', ""awk '!/debug/' log.txt"", ""awk '!/^#/ {print NR, $0}' file.txt"", ""grep -o 'user' users.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-05 05:31:02+00:00,2026-06-05 05:31:04.971563+00:00,2.97,5,1,0,4,1.0,27.75,2.0,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-87fa841a3e83b91f25440fe0,ghita,p_dev,10.20.10.149,10.10.40.21,dev-04,2026-06-03T11:18:14+00:00,2026-06-03T11:18:21.543951+00:00,7.54,"['git', 'find /data -size +2G -type d', 'find /tmp -type f -links -2', 'find /data -size +2G -type d', ""awk 'NR==1' file.csv"", 'find /home \\( -name ""*.txt"" -o -name ""*.md"" \\)', ""grep -E '([0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}' logfile.txt"", 'git']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-03 11:18:14+00:00,2026-06-03 11:18:21.543951+00:00,7.54,11,0,0,8,0.75,26.875,2.5,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-b0b862ef6c9f82b9f6478986,ghita,p_dev,10.20.10.149,10.10.30.17,web-stg-02,2026-06-22T15:16:42+00:00,2026-06-22T15:16:46.295744+00:00,4.3,"[""awk '{print $1}' data.txt"", ""awk '{print $1}' data.txt"", 'find /tmp -type p', 'gzip', 'find /data -mmin -60']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,benign,[],generated,train,dev,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-22 15:16:42+00:00,2026-06-22 15:16:46.295744+00:00,4.3,15,0,0,5,0.8,18.2,1.9219280948873623,0,0,0,0,0,0,0,0,0,5,3,1.6687764916187344
gen-336749b52cf6bf756a5e6920,ghita,p_dev,10.20.10.149,10.10.30.14,web-prod-01,2026-06-08T09:40:12+00:00,2026-06-08T09:40:22.721982+00:00,10.72,"['find /srv -not -perm 777', ""awk 'NF == 3' file.txt"", ""awk 'NF == 3' file.txt"", ""grep ';$' script.sh"", 'find /var -not -type d', ""grep -r 'panic' /var/log"", 'find /var -not -type d', 'tail -c 1K file.txt', ""awk '{t+=$4} END {print t, t/NR}' file.txt"", ""awk '!seen[$1]++' data.txt"", 'tail -n +1 file.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-08 09:40:12+00:00,2026-06-08 09:40:22.721982+00:00,10.72,9,0,0,11,0.8181818181818182,23.727272727272727,3.095795255000934,0,0,0,0,0,0,0,0,0,2,2,0.7219280948873623
gen-f1738856e25d36eb9e9a9f83,ghita,p_dev,10.20.10.149,10.10.30.14,web-prod-01,2026-06-15T09:51:35+00:00,2026-06-15T09:51:43.022493+00:00,8.02,"[""awk 'max < $3 {max=$3} END {print max}' file.txt"", 'bzip2', ""awk 'max < $3 {max=$3} END {print max}' file.txt"", 'bzip2', 'find /var -not -type d', ""awk '{print $NF}' data.txt"", 'git', 'find /home -atime +30', ""grep '22' /etc/services""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-15 09:51:35+00:00,2026-06-15 09:51:43.022493+00:00,8.02,9,0,0,9,0.7777777777777778,22.333333333333332,2.725480556997868,0,0,0,0,0,0,0,0,0,3,3,1.2363864108712896
