session_id,user,account,client_ip,target_ip,target_hostname,session_start,session_end,duration_sec,commands,event_types,raw_event_count,file_transfer_bytes,label,tactics,source,split,persona,ip_source,target_group,target_criticality,identity_is_synthetic,ip_is_synthetic,ts_is_synthetic,real_user,real_client_ip,real_target_ip,real_target_hostname,protocol,has_command_telemetry,start_time,end_time,duration_sec_feat,start_hour,off_hours_flag,is_weekend,command_count,unique_command_ratio,avg_command_length,command_entropy,flag_cred_access,flag_privesc,flag_persistence,flag_log_tamper,flag_recon,flag_exfil,new_source_ip_for_user,new_source_ip_globally,ip_foreign_to_user,distinct_source_ips_prior,distinct_source_ips_24h,source_ip_entropy,cluster,distance_to_centroid,kmeans_anomaly
gen-c40c5d9146fde062a33dc7af,ghita,p_dev,10.20.10.36,10.10.30.15,web-prod-02,2026-06-30T12:51:29+00:00,2026-06-30T12:51:39.576780+00:00,10.58,"[""grep 'config' *.conf"", 'find . -type f | tail -n 5', ""grep -w 'disk' /var/log/syslog"", 'find /var -gid 100', 'python3', ""awk '$1 ~ /^[a-zA-Z]$/' file.txt"", 'awk \'$3 == ""yes"" || $3 == ""no""\' data.txt', 'find /tmp -size 0', ""grep -E '\\b[A-Z]{2,}\\b' text.txt"", ""grep 'summary' *.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",10,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-30 12:51:29+00:00,2026-06-30 12:51:39.576780+00:00,10.58,12,0,0,10,1.0,24.2,3.321928094887362,0,0,0,0,0,0,0,0,0,17,2,1.6707503264041104,0,3.2004100325111486,0
gen-638c254c076e2bba7c5308bf,ghita,p_dev,10.20.10.149,10.10.40.21,dev-04,2026-06-19T08:44:01+00:00,2026-06-19T08:44:10.478528+00:00,9.48,"[""grep --color=auto 'network' *.log"", ""grep --color=auto 'network' *.log"", 'find /data -size +2G -type d', ""awk '$1 ~ /^[a-zA-Z]$/' file.txt"", ""grep --color=auto 'network' *.log"", ""grep --color=auto 'network' *.log"", 'git', ""grep -v 'debug' output.txt"", 'find /var -anewer /tmp/test.log', ""awk '!/debug/' log.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",10,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-19 08:44:01+00:00,2026-06-19 08:44:10.478528+00:00,9.48,8,0,0,10,0.7,27.4,2.5219280948873624,0,0,0,0,0,0,0,0,0,12,3,1.6264065106255017,0,2.1876421464314686,0
gen-8a175dfebfc00dc804f64d86,ghita,p_dev,10.20.10.36,10.10.30.15,web-prod-02,2026-06-03T10:29:11+00:00,2026-06-03T10:29:14.556212+00:00,3.56,"[""awk 'END {print NR}' file.txt"", ""awk 'NR==1' file.csv"", ""awk '{$2 += 100; print}' file.txt"", ""awk '/error/ {print NR}' log.txt"", ""grep 'home' /etc/fstab""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-03 10:29:11+00:00,2026-06-03 10:29:14.556212+00:00,3.56,10,0,0,5,1.0,27.2,2.321928094887362,0,0,0,0,0,0,0,0,0,2,2,0.94566030460064,0,3.2131144500279234,0
gen-4fdc6e1bedcb8cb60692dc63,ghita,p_dev,10.20.10.36,10.10.40.21,dev-04,2026-06-22T09:07:36+00:00,2026-06-22T09:07:41.646802+00:00,5.65,"['find /home -type l', ""awk '{print NR, $0}' file.txt"", 'tail -n +1 file.txt', 'find /data -mmin -60', ""awk '{print NR, $0}' file.txt"", 'find /data -mmin -60']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-22 09:07:36+00:00,2026-06-22 09:07:41.646802+00:00,5.65,9,0,0,6,0.6666666666666666,22.5,1.9182958340544896,0,0,0,0,0,0,0,0,0,13,3,1.6550085350015582,0,2.0217444436934002,0
gen-cc3ebdde5ad5cf06364d7c87,ghita,p_dev,10.20.10.36,10.10.30.15,web-prod-02,2026-06-24T07:39:51+00:00,2026-06-24T07:40:03.218208+00:00,12.22,"['awk \'{printf ""%e\\n"", $3}\' file.txt', ""grep -c 'error' *.log"", 'awk \'{printf ""%e\\n"", $3}\' file.txt', ""grep -c 'error' *.log"", ""grep -l 'kernel' *.log"", ""grep -l 'kernel' *.log"", 'find /data -mindepth 4 -type d', 'find /tmp -type f -links -2', 'find /home -maxdepth 1 -type d', ""awk '/^ERROR/' log.txt"", ""grep -l 'kernel' *.log"", ""awk 'END {print FILENAME, NR}' file.txt"", 'find /opt -path ""*/tmp"" -prune -o -type f -print']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",13,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-24 07:39:51+00:00,2026-06-24 07:40:03.218208+00:00,12.22,7,1,0,13,0.6923076923076923,28.615384615384617,3.0269868333592878,0,0,0,0,0,0,0,0,0,16,1,1.745637510356236,0,4.476866727643003,0
gen-1e9b23bc50c7c006314d3441,ghita,p_dev,10.20.10.36,10.10.30.17,web-stg-02,2026-06-08T10:25:44+00:00,2026-06-08T10:25:50.865112+00:00,6.87,"[""awk '{print $1, $5}' log.txt"", 'find /var -not -group wheel', ""awk '{print $1, $5}' log.txt"", ""awk '{print $1, $5}' log.txt"", ""grep -E 'error code [0-9]+' error.log"", ""awk '{print $1, $5}' log.txt"", 'bzip2', ""cat file.txt | tr 'a-z' 'A-Z'""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-08 10:25:44+00:00,2026-06-08 10:25:50.865112+00:00,6.87,10,0,0,8,0.625,26.25,2.0,0,0,0,0,0,0,0,0,0,3,2,1.1488835401005122,0,1.98815825759354,0
gen-2f32751e5738811d70c2903f,ghita,p_dev,10.20.10.149,10.10.30.14,web-prod-01,2026-06-12T11:34:08+00:00,2026-06-12T11:34:13.544711+00:00,5.54,"['tail -n 5 file1.txt file2.txt', 'tail -n 5 file1.txt file2.txt', 'find /var -not -group wheel', 'tail -c 1M file.txt', ""awk '{$2 += 100; print}' file.txt"", 'find /srv -name ""*.log"" -a -size +10M']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-12 11:34:08+00:00,2026-06-12 11:34:13.544711+00:00,5.54,11,0,0,6,0.8333333333333334,29.0,2.2516291673878226,0,0,0,0,0,0,0,0,0,5,1,1.291317200610544,0,2.4948387166846824,0
gen-3d67cde92834e4c014c8b3b4,ghita,p_dev,10.20.10.149,10.10.40.21,dev-04,2026-06-08T11:49:33+00:00,2026-06-08T11:49:39.973303+00:00,6.97,"[""awk '{print toupper($2)}' file.txt"", ""awk '/^ERROR/' log.txt"", 'cat -b file.txt', 'git', 'cat -b file.txt', ""awk '/^ERROR/' log.txt"", 'git', 'awk \'$2 == ""admin""\' users.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-08 11:49:33+00:00,2026-06-08 11:49:39.973303+00:00,6.97,11,0,0,8,0.625,17.875,2.25,0,0,0,0,0,0,0,0,0,4,3,1.2693139552553756,0,1.572183800961485,0
gen-0a3450fc9918ee461497d658,ghita,p_dev,10.20.10.149,10.10.30.15,web-prod-02,2026-06-15T11:17:52+00:00,2026-06-15T11:17:59.018548+00:00,7.02,"['python3', ""grep '^$' file.txt"", 'git', ""grep '^$' file.txt"", 'find . -maxdepth 3 -ls', ""awk '{c += length($0)} END {print c}' file.txt"", ""grep --color=auto 'network' *.log"", 'awk \'{print NR "": "" $0}\' file.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-15 11:17:52+00:00,2026-06-15 11:17:59.018548+00:00,7.02,11,0,0,8,0.875,22.5,2.75,0,0,0,0,0,0,0,0,0,7,3,1.406192519389972,0,1.7150152179166875,0
gen-5230dfbd5553b2fe6889803e,ghita,p_dev,10.20.10.149,10.10.30.15,web-prod-02,2026-06-25T12:48:11+00:00,2026-06-25T12:48:15.524412+00:00,4.52,"['find /srv -type f -print | sort', 'find /srv -type f -print | sort', 'find /srv -type f -print | sort', 'grep -E \'HTTP/1.1"" [4-5][0-9]{2}\' access.log', 'find /srv -type f -print | sort']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-25 12:48:11+00:00,2026-06-25 12:48:15.524412+00:00,4.52,12,0,0,5,0.4,33.6,0.7219280948873623,0,0,0,0,0,0,0,0,0,16,2,1.695600542670483,0,4.567289981334673,0
gen-7f95897c276aa6ced50755d9,ghita,p_dev,10.20.10.36,10.10.30.14,web-prod-01,2026-06-15T11:35:08+00:00,2026-06-15T11:35:17.225313+00:00,9.23,"['sed', 'zip', 'find /data -regex "".*/backup_[0-9]+\\.tar\\.gz""', 'git', 'find /data -regex "".*/backup_[0-9]+\\.tar\\.gz""', 'awk \'$1 == ""ERROR"" {print $2}\' log.txt', 'grep -i cron /var/log/syslog | grep -i error', ""grep '^#.*[0-9]\\+\\.[0-9]\\+\\.[0-9]\\+\\.[0-9]\\+' config.txt"", 'find /tmp -iregex "".*/temp.*""', 'awk \'$1 == ""ERROR"" {print $2}\' log.txt', 'zip']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-15 11:35:08+00:00,2026-06-15 11:35:17.225313+00:00,9.23,11,0,0,11,0.7272727272727273,27.90909090909091,2.913977073182752,0,0,0,0,0,0,0,0,0,7,3,1.3994896343619347,0,2.263287014871407,0
gen-db23aa8c3bcabf85620a60ac,ghita,p_dev,10.20.10.36,10.10.40.21,dev-04,2026-06-10T09:46:19+00:00,2026-06-10T09:46:27.411411+00:00,8.41,"['grep cron /etc/rsyslog.d/50-default.conf', 'grep cron /etc/rsyslog.d/50-default.conf', 'find /etc -perm /u+x', 'find /var -gid 100', 'grep cron /etc/rsyslog.d/50-default.conf', ""awk '{sum += $2} END {print sum/NR}' file.txt"", 'find /var -gid 100', 'awk \'$2 == ""admin""\' users.txt', 'grep cron /etc/rsyslog.d/50-default.conf']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-10 09:46:19+00:00,2026-06-10 09:46:27.411411+00:00,8.41,9,0,0,9,0.5555555555555556,32.22222222222222,2.058813890331201,0,0,0,0,0,0,0,0,0,4,2,1.2191679157790716,0,2.6627054299922874,0
gen-2784378ff84f16b3a79fbfaf,ghita,p_dev,10.20.10.149,10.10.30.14,web-prod-01,2026-06-05T10:32:37+00:00,2026-06-05T10:32:39.839399+00:00,2.84,"['find /tmp -type f -printf ""%p %s\\n""', 'awk \'$2 == ""active"" {print $3}\' file.txt', ""awk '{print $2, $0}' file.txt | sort -n"", ""grep 'error' access.log""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-05 10:32:37+00:00,2026-06-05 10:32:39.839399+00:00,2.84,10,0,0,4,1.0,34.25,2.0,0,0,0,0,0,0,0,0,0,2,2,1.0,0,3.934682802439223,0
gen-c2a796891933918cfa745761,ghita,p_dev,10.20.10.36,10.10.30.17,web-stg-02,2026-06-15T11:40:45+00:00,2026-06-15T11:40:48.880475+00:00,3.88,"['awk \'$1 == ""ERROR"" {print $2}\' log.txt', ""grep '[0-9]' file.txt"", ""awk '$3 ~ /pass/' file.txt"", ""awk 'max < $3 {max=$3} END {print max}' file.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-15 11:40:45+00:00,2026-06-15 11:40:48.880475+00:00,3.88,11,0,0,4,1.0,33.25,2.0,0,0,0,0,0,0,0,0,0,7,3,1.398039844144059,0,3.5534908181279077,0
gen-4bbe4aff9326dffd5be4bf51,ghita,p_dev,10.20.10.149,10.10.30.15,web-prod-02,2026-06-15T10:51:29+00:00,2026-06-15T10:51:38.322577+00:00,9.32,"['cat /proc/cpuinfo', 'cat /proc/cpuinfo', 'git', 'find /data -type d -a -empty', 'python3', ""grep -E '[0-9]+\\.[0-9]+\\.[0-9]+\\.[0-9]+' access.log"", 'find /var/log -type f', 'find /var/log -type f', ""grep -E 'error|warning' server.log"", ""grep -n 'main' main.c"", 'python3']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-15 10:51:29+00:00,2026-06-15 10:51:38.322577+00:00,9.32,10,0,0,11,0.7272727272727273,20.63636363636364,2.913977073182752,0,0,0,0,0,0,0,0,0,7,3,1.4195174782100368,0,2.0281583678731274,0
gen-f8b38a8be05fb8bc8a16a06c,ghita,p_dev,10.20.10.36,10.10.30.15,web-prod-02,2026-06-22T11:43:53+00:00,2026-06-22T11:43:59.415830+00:00,6.42,"['cd', 'find /tmp -regex "".*/[a-z]+\\.sh""', 'cd', 'chmod', ""awk '!/debug/' log.txt"", 'find /tmp -size -100c', 'find /tmp -size 0', 'cd', ""grep '^#!/bin/bash' *.sh""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-22 11:43:53+00:00,2026-06-22 11:43:59.415830+00:00,6.42,11,0,0,9,0.7777777777777778,14.11111111111111,2.6416041678685938,0,0,0,0,0,0,0,0,0,13,3,1.633679189844787,0,1.6292320034739052,0
