session_id,user,account,client_ip,target_ip,target_hostname,session_start,session_end,duration_sec,commands,event_types,raw_event_count,file_transfer_bytes,label,tactics,source,split,persona,ip_source,target_group,target_criticality,identity_is_synthetic,ip_is_synthetic,ts_is_synthetic,real_user,real_client_ip,real_target_ip,real_target_hostname,mitre,composition,attack_command_count,campaign_id,protocol,has_command_telemetry,start_time,end_time,duration_sec_feat,start_hour,off_hours_flag,is_weekend,command_count,unique_command_ratio,avg_command_length,command_entropy,flag_cred_access,flag_privesc,flag_persistence,flag_log_tamper,flag_recon,flag_exfil,new_source_ip_for_user,new_source_ip_globally,ip_foreign_to_user,distinct_source_ips_prior,distinct_source_ips_24h,source_ip_entropy,cmd_oov_rate,cmd_mean_surprisal,cmd_max_surprisal,cmd_mean_novelty,cmd_max_novelty
gen-ab0c3648c61a90cc8c9bd861,mehdi,p_audit,10.20.30.153,10.10.50.28,mon-01,2026-06-25T15:42:08+00:00,2026-06-25T15:42:14.231741+00:00,6.23,"['grep pattern file.txt | tail', ""grep 'TODO' *.py"", 'ls -v /boot', 'find /tmp -iregex "".*/temp.*""', ""ls -l | grep '^l'"", ""grep '^INFO' log.txt"", 'find /home -maxdepth 2 -type f', 'find /home -type l', ""grep 'ERROR' file.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,auditor,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-25 15:42:08+00:00,2026-06-25 15:42:14.231741+00:00,6.23,15,0,0,9,1.0,21.11111111111111,3.169925001442312,0,0,0,0,0,0,0,0,0,35,3,2.019114527168427,0.0,9.256803197964146,9.795006529629958,4.9343245538895844e-17,4.440892098500626e-16
gen-976577d24997a211e7837f61,amine,p_audit,10.20.30.162,10.10.50.28,mon-01,2026-06-17T13:31:45+00:00,2026-06-17T13:31:53.119711+00:00,8.12,"['ls -lRt', 'ls -aF', 'find /srv -regex "".*/config.*""', ""grep 'def' *.py"", 'find /data -type f -ls', 'ls -aF', 'find /tmp -type f -newerct ""2025-06-01""', 'find . -type f | tail -n 5', 'ls ~ /']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,auditor,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-17 13:31:45+00:00,2026-06-17 13:31:53.119711+00:00,8.12,13,0,0,9,0.8888888888888888,17.444444444444443,2.94770277922009,0,0,0,0,0,0,0,0,0,20,4,1.0250483745031738,0.0,9.855929791063012,11.415319248140376,-2.4671622769447922e-17,9.992007221626409e-16
gen-e8f6ff0ba1907b0cb8f20a2a,leila,bastionsvc,10.20.40.166,10.10.30.17,web-stg-02,2026-06-01T11:20:12+00:00,2026-06-01T11:20:18.704214+00:00,6.7,"['free -h', 'du -B 512M', 'cd /etc/ssl', 'ls -itu', 'du -h --max-depth=1 /usr/local', 'cd /usr/share/fonts', 'cd /usr/share/pixmaps']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",7,0,benign,[],generated,train,admin,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-01 11:20:12+00:00,2026-06-01 11:20:18.704214+00:00,6.7,11,0,0,7,1.0,15.0,2.8073549220576037,0,0,0,0,0,0,0,0,0,3,3,1.2639334294856335,0.0,10.928477829087495,12.154902474716343,9.516197353929913e-17,3.3306690738754696e-16
gen-9c2b54a2ca5701db4125b4ac,hamza,p_dba,10.20.20.92,10.10.50.28,mon-01,2026-06-03T08:11:58+00:00,2026-06-03T08:12:05.281609+00:00,7.28,"['find /data -size +2G -type d', 'find /data -size +2G -type d', 'find /data -size +2G -type d', ""grep -E '[0-9]+\\.[0-9]+\\.[0-9]+\\.[0-9]+' access.log"", 'find /data -size +2G -type d', 'find /data -type f -newermt ""2025-06-10""', 'cat /proc/cpuinfo', 'find /data -type b']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dba,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-03 08:11:58+00:00,2026-06-03 08:12:05.281609+00:00,7.28,8,0,0,8,0.625,29.75,2.0,0,0,0,0,0,0,0,0,0,5,3,0.5901338633331649,0.0,8.937245750246477,9.515615066121907,2.498001805406602e-16,1.2212453270876722e-15
gen-b74dd9b89ddd8ed7189156b0,mehdi,p_audit,10.20.30.26,10.10.50.27,backup-01,2026-06-03T14:47:38+00:00,2026-06-03T14:47:45.522178+00:00,7.52,"['find /data -type f -ls', 'find /data -type f -ls', 'find /data -type f -ls', 'find /data -type f -ls', 'cat file.txt | md5sum', 'grep -E \'HTTP/1.1"" [4-5][0-9]{2}\' access.log', 'find /opt \\( -perm 644 -o -perm 600 \\)', ""grep 'ERROR' file.txt"", 'find /var -mindepth 1 -type d']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,auditor,home,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-03 14:47:38+00:00,2026-06-03 14:47:45.522178+00:00,7.52,14,0,0,9,0.6666666666666666,26.77777777777778,2.2810361125534233,0,0,0,0,0,0,0,0,0,6,4,1.5663786077885298,0.0,9.003439140463055,9.243447841580814,-2.590520390792032e-16,4.440892098500626e-16
gen-1d816b51ac27ff6fcf3c9343,omar,p_dba,10.20.20.23,10.10.20.12,db-prod-03,2026-06-22T08:29:56+00:00,2026-06-22T08:30:04.347628+00:00,8.35,"['du -h /home', 'du -h /home', 'find /tmp -type f -newerct ""2025-06-01""', 'find /tmp -type f -newerct ""2025-06-01""', ""cat file.txt | tr 'a-z' 'A-Z'"", 'ls', 'du -h --exclude="".git"" /srv', 'grep cron /etc/rsyslog.d/50-default.conf', 'find /tmp -not -size 0', 'du -h /home', 'du -h --max-depth=1 /var/lib/reports']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-22 08:29:56+00:00,2026-06-22 08:30:04.347628+00:00,8.35,8,0,0,11,0.7272727272727273,24.272727272727273,2.8453509366224368,0,0,0,0,0,0,0,0,0,40,2,1.1856641520203854,0.09090909090909091,9.99345039296236,16.064048022679273,0.02752973995947604,0.30282713955423746
gen-d5ee25876c98fd9baf76b6c2,ghita,p_dev,10.20.10.36,10.10.30.14,web-prod-01,2026-06-15T08:41:12+00:00,2026-06-15T08:41:16.019206+00:00,4.02,"['find /data -not -user root', 'find /data -regex "".*/backup_[0-9]+\\.tar\\.gz""', 'find /data -regex "".*/backup_[0-9]+\\.tar\\.gz""', 'find /var -not -name ""*.gz"" -a -type f', 'find /var -iregex "".*[0-9]{4}\\.txt""']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-15 08:41:12+00:00,2026-06-15 08:41:16.019206+00:00,4.02,8,0,0,5,0.8,37.8,1.9219280948873623,0,0,0,0,0,0,0,0,0,14,2,2.0038138409123385,0.0,8.982265391815488,9.368273350046719,-3.3306690738754696e-16,5.551115123125783e-16
gen-f65777e7f4f27707b3cc96b4,sara,bastionsvc,10.20.40.189,10.10.50.27,backup-01,2026-06-29T12:29:38+00:00,2026-06-29T12:29:49.120699+00:00,11.12,"['ls ~ /', 'du -L', 'cd /var/log/fontconfig.log', 'ls /etc/*.conf', 'curl --version', 'curl --help', 'cd /usr/src', 'ls ~ ..', 'ls -l ~/Downloads/*.zip', 'ls -l ~/Downloads/*.zip', 'cd /var/cache', 'curl --version', 'curl --version']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",13,0,benign,[],generated,train,admin,home,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 12:29:38+00:00,2026-06-29 12:29:49.120699+00:00,11.12,12,0,0,13,0.7692307692307693,13.923076923076923,3.180832987205441,0,0,0,0,0,0,0,0,0,48,5,1.3562727865552608,0.0,9.054909750883418,12.14788328162142,-2.5620531337503614e-17,8.881784197001252e-16
gen-216fc13397c276c7185af6ed,hamza,p_dba,10.20.20.92,10.10.20.10,db-prod-01,2026-06-03T08:31:13+00:00,2026-06-03T08:31:17.787057+00:00,4.79,"['cp', 'find /data -mindepth 4 -type d', 'cat file.txt | column -t', 'find /var -type f -links 1', 'du -a --max-depth=2 /etc', 'df -t xfs']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-03 08:31:13+00:00,2026-06-03 08:31:17.787057+00:00,4.79,8,0,0,6,1.0,19.166666666666668,2.584962500721156,0,0,0,0,0,0,0,0,0,6,3,0.712363084522533,0.0,9.232452587537983,10.282267090471342,3.1456319031046104e-16,8.881784197001252e-16
gen-9e52d5491a1c11ebd97f66ab,nadia,p_dev,10.20.10.38,10.10.40.20,dev-03,2026-06-29T09:38:27+00:00,2026-06-29T09:38:33.441121+00:00,6.44,"[""grep 'ERROR' file.txt"", ""grep 'ERROR' file.txt"", 'find /home -maxdepth 1 -type d', 'find /home -maxdepth 1 -type d', ""grep 'ERROR' file.txt"", 'find /srv -type f -print | sort', ""grep 'ERROR' file.txt"", 'find /home -maxdepth 1 -type d']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 09:38:27+00:00,2026-06-29 09:38:33.441121+00:00,6.44,9,0,0,8,0.375,25.625,1.4056390622295665,0,0,0,0,0,0,0,0,0,22,2,0.9930442081556866,0.0,8.760355374932193,8.783051032640863,2.220446049250313e-16,1.5543122344752192e-15
gen-448e2873e7b3f316117c147c,leila,p_admin,10.20.40.78,10.10.50.28,mon-01,2026-06-17T11:44:25+00:00,2026-06-17T11:44:34.062900+00:00,9.06,"['cd /var/log/yum.log', 'cd /var/log/yum.log', 'cd /var/log/yum.log', 'du --threshold=1M', 'cd /var/log/yum.log', 'cd /var/log/yum.log', 'cd /var/log/yum.log', 'cd /var/log/messages', 'cd /usr/share/terminfo', 'who', 'who', 'cd /usr/share/locale-langpack']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",12,0,benign,[],generated,train,admin,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-17 11:44:25+00:00,2026-06-17 11:44:34.062900+00:00,9.06,11,0,0,12,0.5,17.333333333333332,2.1258145836939115,0,0,0,0,1,0,0,0,0,34,3,1.8985529908535694,0.0,10.693904769925323,11.671730599900512,-1.2027416100105862e-16,8.881784197001252e-16
gen-a5abe7f96aac39e90d6e7714,khadija,p_dev,10.99.199.170,10.10.30.16,web-stg-01,2026-06-07T10:57:24+00:00,2026-06-07T10:57:32.384054+00:00,8.38,"['find /home -path ""*/.git"" -prune -o -type f -print', 'find /home -path ""*/.git"" -prune -o -type f -print', 'find /home -path ""*/.git"" -prune -o -type f -print', 'find /home -path ""*/.git"" -prune -o -type f -print', ""awk '{a[NR]=$0} END {for (i=NR-4;i<=NR;i++) print a[i]}' file.txt"", 'find /home -path ""*/.git"" -prune -o -type f -print', ""grep --color=auto 'network' *.log"", 'git', ""awk -F',' '{print $1, $3}' records.csv"", 'find /var -regex "".*/error_[0-9]+\\.log""']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",10,0,benign,[],generated,train,dev,vpn,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-07 10:57:24+00:00,2026-06-07 10:57:32.384054+00:00,8.38,10,0,1,10,0.6,42.8,2.1609640474436813,0,0,0,0,0,0,1,1,0,7,1,0.9111711733157262,0.0,8.81275281875609,9.787987336535037,7.660538869913581e-16,4.218847493575595e-15
gen-e0c53cb83da9c2a90ed42f1a,ghita,p_dev,10.20.10.149,10.10.30.14,web-prod-01,2026-06-10T09:53:40+00:00,2026-06-10T09:53:47.371868+00:00,7.37,"['find /opt -iregex "".*/readme.*""', 'find /home -not -path ""*/.cache/*""', ""grep '[0-9]' file.txt"", 'tail -n 1 data.csv', 'find /var -type d -print0', ""grep '[0-9]' file.txt"", ""awk '/error/' log.txt"", ""grep '[0-9]' file.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-10 09:53:40+00:00,2026-06-10 09:53:47.371868+00:00,7.37,9,0,0,8,0.75,24.0,2.4056390622295662,0,0,0,0,0,0,0,0,0,11,3,1.9070906833544987,0.0,9.620018802717457,11.29988637506647,2.220446049250313e-16,7.771561172376096e-16
gen-724dda7612a6e6c51e8bf7e2,leila,bastionsvc,10.20.40.78,10.10.50.28,mon-01,2026-06-03T09:28:17+00:00,2026-06-03T09:28:22.819683+00:00,5.82,"['df -B1', 'cd /usr/local/lib', 'cd /usr/local/lib', 'cd /usr/local/lib', 'cd /usr/local/lib', 'cd /var/log', 'cp']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",7,0,benign,[],generated,train,admin,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-03 09:28:17+00:00,2026-06-03 09:28:22.819683+00:00,5.82,9,0,0,7,0.5714285714285714,12.428571428571429,1.6644977792004612,0,0,0,0,0,0,0,0,0,6,3,1.4064213397351528,0.0,11.081410125107283,11.97616396274566,2.6962559169468085e-16,4.440892098500626e-16
gen-2e4b24e15bae4fd421aaa0f0,khadija,p_dev,10.20.10.193,10.10.40.19,dev-02,2026-06-17T11:51:31+00:00,2026-06-17T11:51:38.667158+00:00,7.67,"['find /home -path ""*/.git"" -prune -o -type f -print', 'find /data -type f -newermt ""2025-06-10""', 'find /data -type f -newermt ""2025-06-10""', 'find /var -anewer /tmp/test.log', 'find /data -type f -newermt ""2025-06-10""', ""awk 'NF == 3' file.txt"", ""awk -F'@' '{print $2}' emails.txt"", 'awk \'$3 == ""yes"" || $3 == ""no""\' data.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-17 11:51:31+00:00,2026-06-17 11:51:38.667158+00:00,7.67,11,0,0,8,0.75,37.0,2.4056390622295662,0,0,0,0,0,0,0,0,0,17,5,0.9393164409183289,0.0,9.336520706508965,10.2804333568002,1.5265566588595902e-16,8.881784197001252e-16
